xd	-25.044941931217167
^	-20.552061386305812
:d	-19.781304519844028
<3	-18.996779909514974
:(	-17.317958816687835
minecraft	-16.365156942317757
✨	-15.28261939924989
uff	-14.98635846842045
joa	-14.635239309896665
🥰	-14.599248512909424
pc	-14.471814433142466
🙃	-14.233849713473013
💖	-13.884496295817597
🥺	-13.299100652269322
:p	-13.219029233199358
_	-13.156837347316195
lol	-13.139829715512759
discord	-12.817470064322722
mario	-12.604724420571301
hype	-12.579656949584686
kappa	-12.469710674595726
d:	-12.151863089132535
gamescom	-12.110835480585925
twitch	-12.044272021988105
uwu	-11.527351990421117
streamen	-11.473986081612741
🤤	-11.43620516851062
nintendo	-11.390463744528908
bro	-11.383187499739703
mood	-11.297623396954764
switch	-11.126855778669443
omg	-11.125755252497656
fortnite	-11.096831434716783
würd	-11.089260881111787
💕	-11.04545462674643
mega	-11.008175859838099
ehrenmann	-10.941839127604167
lul	-10.878513325992898
xdd	-10.824733629797331
hahahah	-10.69281408302372
profilbild	-10.604214476839676
hahah	-10.575547735596707
yay	-10.533107011724853
💔	-10.498935635066983
zocken	-10.439265294521908
gönn	-10.432061312333495
cute	-10.241765915685013
videos	-10.173364524312566
•	-10.166247387986381
stream	-10.151222158715415
schreib	-10.13017015280848
:')	-10.090238891160187
hasse	-10.059659916941266
pls	-10.05343970289399
fühl	-10.02796876672747
streams	-9.992195583830028
hyped	-9.863758471941088
oof	-9.858093350693016
😻	-9.780401153104059
💞	-9.73729798385117
bewertet	-9.72524705066893
:/	-9.690074160715852
[	-9.641188084309036
glaub	-9.59176915430937
aw	-9.549474217945699
schneiden	-9.524347923407468
juckt	-9.468725802097378
x3	-9.455796299833779
😅	-9.451228083292436
♥	-9.3517625714126
kacke	-9.339682878077026
jo	-9.300271459395754
🙋	-9.288965860163993
windows	-9.211845922877094
😐	-9.194452480655407
server	-9.168208778962875
=)	-9.128530198971223
lmao	-9.060617865042015
vorallem	-9.004425573317565
maker	-9.004194909582322
jaaa	-8.977934265953152
nachti	-8.962485780718803
idk	-8.881475665531456
💁	-8.868762629806076
insta	-8.8596591013197
💗	-8.716536695266662
🌚	-8.69794922857503
weine	-8.656471848539336
jaja	-8.64514614677602
;d	-8.609896090530642
jaa	-8.605227429110947
owo	-8.603184170603155
streamer	-8.580156861812648
\	-8.491718864486952
hä	-8.480058295527922
dankee	-8.456327729408262
💛	-8.422478938169139
random	-8.369334689335258
☺	-8.361866955634534
steam	-8.359192019489093
00:00	-8.357198232575806
]	-8.301262223174831
ez	-8.245178991045737
süß	-8.21673567065443
süße	-8.214917405380941
~	-8.134330156353576
🧡	-8.123002839234083
xddd	-8.119720772332828
aww	-8.072556356144357
scheinbar	-8.002738657325184
yt	-8.00028500991369
ultra	-7.974110537688085
ya	-7.969405008732472
momentan	-7.880406431460456
🔵	-7.864777884677652
oo	-7.8564995972897185
meme	-7.849645063119092
pokemon	-7.841966949982459
<	-7.83046348714067
pubg	-7.813883297258071
überlege	-7.8128745326878555
youtuber	-7.737907585114361
hust	-7.728905202138176
ner	-7.693655153880673
awww	-7.6857700911027
finds	-7.678733850776684
fuck	-7.663291005240026
naw	-7.658148031817973
galaxy	-7.64116411344064
obs	-7.629512936174363
meistens	-7.620333326503318
modus	-7.58712619806991
premium	-7.584735406830223
jap	-7.57554425604353
soo	-7.5546047348138785
>	-7.549950477868663
halbe	-7.5434161659036
fick	-7.538185623267253
handy	-7.532489158464222
wtf	-7.510947430509997
merch	-7.469910783954696
hahahahaha	-7.45233538865425
uhc	-7.451011176500128
pn	-7.447480949694133
geschlafen	-7.425494468229739
banner	-7.422077063854626
ichs	-7.415346016800275
dankeee	-7.410512485367107
🧐	-7.408713778895391
🤪	-7.395915256523371
smash	-7.376952398362773
lieb	-7.3731574076712185
positiv	-7.370635655670217
:)	-7.354296313076779
kart	-7.340793101949696
¯	-7.326374566908421
cs	-7.313840999688618
kanal	-7.309023923901715
jop	-7.30463613212935
kuss	-7.300686735837235
😭	-7.274480950923212
vergiss	-7.257585581691641
trash	-7.234312820948862
nem	-7.228336471107044
mies	-7.219587951929591
🤭	-7.211874552636085
jaaaa	-7.205662868977579
aua	-7.198789595083696
sterbe	-7.1973005103359435
samsung	-7.180931162006916
tweeten	-7.16553320457972
ahh	-7.148362917156106
sry	-7.141127478927607
kakao	-7.110926580198988
bruder	-7.098303197461768
uhh	-7.088516478033094
mod	-7.061496064587855
:'(	-7.039969852292945
😶	-7.038992697509597
👀	-7.02508425546149
schwester	-7.018827367092319
solo	-7.004202860425991
oke	-6.989309946712825
version	-6.973154200795553
hurensohn	-6.952714470418889
zufällig	-6.943550297276838
release	-6.940274328002073
🤓	-6.938640708529772
zeig	-6.935343712982976
💘	-6.931473070744375
hör	-6.911525928171428
🤗	-6.897887599279397
aufjedenfall	-6.896515617807185
dude	-6.891587375749269
sony	-6.880800627106884
letztens	-6.86707371253136
🤢	-6.857070555822947
fahr	-6.846543233952608
naww	-6.845420691054986
gestreamt	-6.834504614300668
tetris	-6.795041128846545
instagram	-6.719943940629225
hübsch	-6.718704847852988
🌙	-6.708918616658516
😁	-6.705443095103297
you're	-6.703973435157459
qwq	-6.7019288331254145
bb	-6.642050335209213
kamera	-6.640242077200294
nichtmal	-6.637705222706141
hahahaha	-6.637275101730363
yeet	-6.624960393314759
jup	-6.613906718229578
gaming	-6.600507723712384
iphone	-6.58737085827245
incoming	-6.5770825220131
retweet	-6.550440406212347
süßen	-6.536313613546287
zuschauer	-6.53228938164601
🤙	-6.5221183251494885
🤨	-6.521983494918936
wanna	-6.521606584952896
appetit	-6.515651401027362
mc	-6.50466923611712
24/7	-6.49683945715423
gefühlt	-6.49117810569433
eig	-6.490512540097121
literally	-6.481368841110448
retweets	-6.459959049839381
youtube	-6.455351068198171
followed	-6.45521369530719
bekomm	-6.448292167583715
odyssey	-6.445365820385511
🤯	-6.438162788036861
same	-6.429099730107459
theme	-6.427118699855333
kopfhörer	-6.377996867442958
ehm	-6.37602798758443
mathe	-6.35767999121744
hehe	-6.355690864672783
dm	-6.350979254917723
rl	-6.340761950876864
>:(	-6.340182129021401
noo	-6.34018049460732
holy	-6.332228728073004
versteh	-6.3255157789720835
😚	-6.318798609867332
würdest	-6.313220425754284
🌸	-6.3091385435863785
schonmal	-6.308852341783593
ty	-6.304800943461718
sachen	-6.296026085362684
tobi	-6.286427006532122
möchtest	-6.284668159933848
chat	-6.2592633538794935
🤠	-6.2584749254315755
alkohol	-6.239043240750418
sub	-6.23404052784198
😛	-6.201860521724265
leude	-6.198187245724248
geträumt	-6.18106488007435
siehst	-6.177354258571203
intro	-6.151233852444702
hättest	-6.149977817545556
fett	-6.1387952922661455
lel	-6.137300436249806
😘	-6.131694605541237
☹	-6.125322602805243
🍹	-6.120969835232507
crush	-6.119479448923467
wii	-6.119072168038247
💋	-6.11887271955876
glücklich	-6.116473699810626
okay	-6.115647594680382
arsch	-6.104896781678775
kontakt	-6.103733836775204
🥵	-6.103402203304849
streamt	-6.090640690155288
filter	-6.063293878558281
funfact	-6.060284411912548
träume	-6.056217075453678
huhu	-6.047827572537681
amk	-6.042646216088352
boi	-6.0296592561349796
controller	-6.024165230577195
acc	-6.022315589537304
hochladen	-6.01625897400602
►	-6.014479346629143
😠	-6.012453652475525
haha	-6.0120917623871275
updates	-5.999745291801957
meinst	-5.999487717033464
tbh	-5.997860902943483
microsoft	-5.995694676312198
cringe	-5.992068901801335
4k	-5.984847878203799
ohh	-5.974842754673208
wundervoll	-5.968185854494574
🍀	-5.949055253050944
hahahahah	-5.9317667057186565
😒	-5.916762506108639
ka	-5.915682524958321
schaffst	-5.901828049059087
denk	-5.889563376688143
gomme	-5.870168602416403
gehst	-5.867540235149359
iwie	-5.8562550865574625
dafuq	-5.853243704889811
splatoon	-5.850756195479709
streaming	-5.844207025441312
jz	-5.818694300178603
screenshots	-5.81828420901554
lieblings	-5.815750889584295
hoff	-5.7931144178675185
irgendein	-5.786713729993489
netflix	-5.77914830359807
abi	-5.779058237319844
btw	-5.7678501679173175
hate	-5.758651932293255
amazon	-5.758517812924823
😖	-5.756074595653131
schmerzen	-5.754105496707243
android	-5.7271545328798545
kills	-5.719468240728395
nene	-5.7168161393847905
macbook	-5.7141833349841535
schick	-5.713582273685384
ツ	-5.710407879009093
schätze	-5.680762932982107
irgendwas	-5.6777896097773075
wundervoller	-5.677338268316091
ey	-5.674830496722676
geschaut	-5.674520175027032
grade	-5.667610932529289
streamst	-5.663621258609592
vlog	-5.657435472384589
heutzutage	-5.6465684968402945
hochgeladen	-5.645528913324637
relativ	-5.638891251977004
hmmm	-5.602907189580512
heulen	-5.59818527554121
kinda	-5.584700314470819
pff	-5.576392476401798
rang	-5.573683935694934
😨	-5.573121701677114
router	-5.572643268808581
weh	-5.568252142985653
oneplus	-5.5648095990326505
zelda	-5.562784083915179
fuchs	-5.559770116059458
genieß	-5.553891209663208
unboxing	-5.545177451029681
sad	-5.5443409782752475
gz	-5.542399145352513
pogchamp	-5.530817231357589
emote	-5.521169992159681
marcus	-5.518611826981453
sick	-5.516154604457298
unnötig	-5.502941139420494
x	-5.497244732377996
perfekt	-5.492111743033875
aso	-5.486570849840429
bot	-5.4831977379186725
gewinnspiel	-5.469664901972084
gibst	-5.45762103480335
coolen	-5.444150085143812
wär	-5.443424372029034
bims	-5.433203883563147
skywars	-5.430191795061475
yee	-5.430190793001525
magst	-5.429070427249955
ungefähr	-5.414477067456869
instant	-5.408750583206651
damn	-5.402619217621066
shit	-5.395270304852976
awwww	-5.392651953924529
gönnt	-5.389169030686954
designer	-5.381727963913673
zutun	-5.380604744635881
labymod	-5.380604362058516
christina	-5.368640684983142
weile	-5.367134029112447
nudeln	-5.35251087860803
sagst	-5.351100896160864
weinen	-5.333399865067613
stranger	-5.315634760311186
